name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
durres,2022-04-28,24,9,16.8,24,7.9,16.8,11.2,70.7,0,0,0,,0,0,42.8,20.5,282.9,1015.4,16.4,12.4,317.1,27.3,9,10,2022-04-28T05:43:53,2022-04-28T19:36:15,0.91,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,13601099999,LATI,remote"
durres,2022-04-29,27,10,18.5,26.3,10,18.4,9,58.8,0,0,0,rain,0,0,37.1,29.2,10.5,1014.5,48.2,10.8,302.7,26.2,9,10,2022-04-29T05:42:32,2022-04-29T19:37:20,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-04-30,26,11,18.4,26,11,18.4,11,64.4,0.02,100,4.17,rain,0,0,25.6,18.4,321.4,1014.7,56.6,10,232.3,20,8,10,2022-04-30T05:41:12,2022-04-30T19:38:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-01,23,11,17.3,23,11,17.3,11.5,70.6,1.992,100,8.33,rain,0,0,18.7,11.2,181.5,1014.4,68,10.8,290.8,25.1,9,10,2022-05-01T05:39:53,2022-05-01T19:39:28,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-02,18.1,14,15.3,18.1,14,15.3,12.1,81.7,10.955,100,16.67,rain,0,0,23.4,44.1,147.3,1011,90.8,9.9,104.2,9,5,10,2022-05-02T05:38:35,2022-05-02T19:40:31,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-03,20.1,12,15.4,20.1,12,15.4,11.2,77,8.973,100,16.67,rain,0,0,24.1,18.2,141.7,1012,84.8,10.6,261.2,22.5,9,10,2022-05-03T05:37:19,2022-05-03T19:41:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-04,22,9,15.7,22,9,15.7,10.6,73.8,0.001,100,4.17,rain,0,0,27,18.4,317.7,1016.7,30.9,9.9,316.9,27.4,10,10,2022-05-04T05:36:03,2022-05-04T19:42:38,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-05,22,9,16,22,8.5,16,10.6,72.1,0,0,0,,0,0,15.5,14.8,301.8,1019.8,28.4,10.4,304.5,26.4,9,10,2022-05-05T05:34:49,2022-05-05T19:43:42,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-06,21,10,15.9,21,10,15.9,11.6,76.1,3.976,100,4.17,rain,0,0,20.9,18.3,5.7,1018.4,75.6,10.4,161,13.8,6,10,2022-05-06T05:33:37,2022-05-06T19:44:45,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-07,25.1,14,19.1,25.1,14,19.1,11.3,64.4,3.977,100,8.33,rain,0,0,22.7,20.5,192.1,1014.8,70.7,10.6,272.2,23.5,9,10,2022-05-07T05:32:26,2022-05-07T19:45:47,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-08,24,12,18,24,12,18,10.9,65.8,0.1,100,4.17,rain,0,0,25.6,14.6,344.6,1015.8,70.5,10,294.1,25.5,9,10,2022-05-08T05:31:16,2022-05-08T19:46:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-09,25,12,18.5,25,12,18.5,12,67.9,0.001,100,4.17,rain,0,0,20.9,20.5,349.3,1018,68.4,10.8,292,25.4,9,5,2022-05-09T05:30:07,2022-05-09T19:47:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-10,26,10,18.3,26,10,18.3,12.3,70.7,0.511,100,8.33,rain,0,0,18,22.3,314.3,1017.4,51.2,10.8,320,27.6,10,10,2022-05-10T05:29:00,2022-05-10T19:48:54,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-11,26,10,18.6,26,10,18.6,13,72.2,0,0,0,,0,0,18,16.6,291.3,1018.7,19.5,10.6,330,28.6,10,10,2022-05-11T05:27:55,2022-05-11T19:49:55,0.34,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-12,26,11,19.3,26,11,19.3,12.6,67.5,0,0,0,,0,0,21.2,14.7,326.3,1020.2,13.4,10.4,334.4,28.8,10,10,2022-05-12T05:26:51,2022-05-12T19:50:56,0.38,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-13,26,12,19.3,26,12,19.3,13,69,0,0,0,,0,0,23,14.8,301.6,1018.1,23.2,11,332,28.7,9,10,2022-05-13T05:25:48,2022-05-13T19:51:57,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-14,25.1,14,20.7,25.1,14,20.7,15.2,72.4,0,0,0,rain,0,0,19.8,16.6,309.2,1015.8,52.8,10.5,314.6,27.2,9,10,2022-05-14T05:24:48,2022-05-14T19:52:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-15,28,15,21.8,28.9,15,21.9,16.2,72.2,0,0,0,,0,0,16.6,14.8,311.2,1016.5,23.2,10.8,330.8,28.5,9,10,2022-05-15T05:23:48,2022-05-15T19:53:57,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-16,28,14,21.3,28.9,14,21.5,15.9,73,0,0,0,,0,0,17.6,16.6,337,1017.9,11.1,11.6,334.1,28.8,9,10,2022-05-16T05:22:51,2022-05-16T19:54:56,0.5,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-17,29,14,21.6,29.5,14,21.8,15.9,71.9,0,0,0,,0,0,21.2,14.8,325.9,1016.4,8.6,10.8,335,29.1,9,10,2022-05-17T05:21:55,2022-05-17T19:55:54,0.54,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-18,28,15,21.9,27.8,15,21.8,13.5,63.2,0,0,0,rain,0,0,48.6,44,17.6,1014.5,26,11,334,28.9,9,10,2022-05-18T05:21:00,2022-05-18T19:56:52,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-19,27,9,20.7,26.6,9,20.6,3.6,36.2,0,0,0,,0,0,56.5,36.6,9.7,1021.8,0,11.2,356.6,30.9,10,10,2022-05-19T05:20:08,2022-05-19T19:57:50,0.61,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-20,27,8,19.1,26.4,7.4,19.1,9.4,57.2,0,0,0,,0,0,49.7,22.3,347.5,1023.6,9.6,11.2,353.8,30.6,10,10,2022-05-20T05:19:17,2022-05-20T19:58:46,0.65,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-21,26,10,19.1,26,10,19.1,11.7,64,0,0,0,,0,0,20.4,18.2,286.7,1017.9,8.8,10.8,349.2,30.1,10,10,2022-05-21T05:18:28,2022-05-21T19:59:42,0.68,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-22,29,13,20.9,28.6,13,20.9,13.6,65.7,0,0,0,,0,0,18.4,16.6,247.7,1012.4,16.7,10.8,334.1,28.9,10,10,2022-05-22T05:17:41,2022-05-22T20:00:37,0.75,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-23,28,14,21.6,28,14,21.6,15.1,69.2,0,0,0,,0,0,14.8,13,290.6,1010.4,43.1,10.8,334.6,28.8,9,10,2022-05-23T05:16:55,2022-05-23T20:01:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-24,31,15,23.2,31.4,15,23.4,15.9,65.9,0,0,0,,0,0,15.8,14.7,291.2,1010.5,2.9,11.4,344,29.8,10,10,2022-05-24T05:16:12,2022-05-24T20:02:25,0.79,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-25,33,16,23.7,33.5,16,23.6,14.5,60.1,0,0,0,,0,0,19.4,20.5,181,1014.7,50.9,10.8,346.1,29.9,10,10,2022-05-25T05:15:30,2022-05-25T20:03:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-26,32,14,23.1,30.6,14,22.8,11,49,0,0,0,,0,0,12.6,14.6,308.8,1018.4,51.1,11.2,340,29.6,10,10,2022-05-26T05:14:50,2022-05-26T20:04:10,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-27,32,14,23.8,32.5,14,24,14.7,58.7,0,0,0,,0,0,17.6,14.7,321.3,1015.9,57.8,11,321.2,27.7,10,10,2022-05-27T05:14:12,2022-05-27T20:05:00,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-28,32,17,23.7,31.6,17,23.6,14,57,0,0,0,rain,0,0,28.4,16.6,327.2,1008.9,69.8,10,298.5,25.9,9,10,2022-05-28T05:13:36,2022-05-28T20:05:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-29,25.9,15,20.8,25.9,15,20.8,15.9,74.3,0.055,100,8.33,rain,0,0,31.7,20.5,311.3,1005.3,67.9,10.1,273.3,23.7,9,10,2022-05-29T05:13:02,2022-05-29T20:06:39,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-30,27,15,21.7,27.7,15,21.7,15.3,69.2,0,0,0,,0,0,21.2,25.6,216,1011.1,28.2,11.1,345.7,29.9,10,10,2022-05-30T05:12:30,2022-05-30T20:07:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-05-31,29,15.4,22.9,30.3,15.4,23.1,16.6,69.9,0,0,0,,0,0,17.3,16.6,289.8,1014.6,50.8,10.6,315,27.3,10,10,2022-05-31T05:12:00,2022-05-31T20:08:13,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-01,30,17,23.5,30.8,17,23.7,16.4,66.4,0,0,0,,0,0,22.3,20.5,345.4,1013.9,11.1,10.8,348.4,30,10,10,2022-06-01T05:11:31,2022-06-01T20:08:58,0.06,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-02,32,16,24.3,35.8,16,24.9,17.8,68.8,0,0,0,,0,0,28.4,25.7,319.4,1014.9,7.7,10.5,350.1,30.2,10,10,2022-06-02T05:11:05,2022-06-02T20:09:42,0.1,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-03,33,19,26,34.4,19,26.5,18.1,64.2,0,0,0,,0,0,39.2,22.3,340.4,1015.4,3.4,11.2,347.8,30.1,10,10,2022-06-03T05:10:41,2022-06-03T20:10:25,0.13,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-04,35,18,26.1,35.9,18,26.8,17.7,62.6,0,0,0,,0,0,18.4,16.6,321.4,1016,36.4,10.6,333.4,28.8,9,10,2022-06-04T05:10:19,2022-06-04T20:11:07,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-05,33,19,26.2,37.1,19,27.4,19.1,66.7,0,0,0,,0,0,22,16.6,319.6,1014.7,18.2,10.9,338.2,29.2,9,15,2022-06-05T05:09:59,2022-06-05T20:11:47,0.2,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-06,33.4,23,27.5,37,23,28.6,20,65.5,0,0,0,,0,0,24.8,14.5,305,1012.4,32.7,10.4,344.7,29.7,10,15,2022-06-06T05:09:40,2022-06-06T20:12:26,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-07,32,19,25.5,34.9,19,26.3,19.2,70.2,0,0,0,,0,0,22,18.3,287.4,1009.8,50.4,10.2,332,28.7,9,30,2022-06-07T05:09:24,2022-06-07T20:13:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-08,28.9,20.5,24.1,31.6,20.5,24.5,18.6,72.5,0.091,100,8.33,rain,0,0,20.5,20.5,206,1008.9,54.7,10.8,328.2,28.4,9,60,2022-06-08T05:09:10,2022-06-08T20:13:39,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-09,25,17,21,25,17,21,17.1,79.3,8.21,100,8.33,rain,0,0,31,18.3,172.8,1006.4,85,9.8,233.3,20.1,8,30,2022-06-09T05:08:58,2022-06-09T20:14:13,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-10,27,16,20.9,28.5,16,21,16,74.7,11.16,100,12.5,rain,0,0,28.1,25.5,241.1,1004.3,85,10,222.9,19.2,8,10,2022-06-10T05:08:48,2022-06-10T20:14:46,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-11,30,18,23.6,29.4,18,23.6,16.1,66.1,1.01,100,8.33,rain,0,0,52.9,44.3,356.6,1008.2,59.6,11.2,324.4,27.9,9,10,2022-06-11T05:08:40,2022-06-11T20:15:17,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-12,30,17,25,30,17,25,15.5,57.6,0,0,0,,0,0,47.2,29.3,1.8,1011.3,41,10.8,348.7,30,10,30,2022-06-12T05:08:34,2022-06-12T20:15:46,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-13,32,18,25.3,32,18,25.6,16.5,60.4,0,0,0,,0,0,30.2,20.5,355.7,1011.7,36.7,11.2,347.4,30,10,30,2022-06-13T05:08:30,2022-06-13T20:16:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-14,33,19,26.1,33.6,19,26.3,17.4,62.2,0.044,100,8.33,rain,0,0,27.7,29.3,344.9,1013.3,30.2,11,347.5,30,10,30,2022-06-14T05:08:28,2022-06-14T20:16:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-15,31.3,19,25.2,31.4,19,25.3,17.1,63.4,0,0,0,,0,0,34.9,25.7,344.9,1015.6,14.8,11.2,351.6,30.5,10,10,2022-06-15T05:08:28,2022-06-15T20:17:05,0.53,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-16,32,17,25.1,31.6,17,25.2,16.8,63.2,0,0,0,,0,0,19.4,20.5,317.2,1016.4,25.6,11.2,355.8,30.8,10,30,2022-06-16T05:08:30,2022-06-16T20:17:27,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-17,32,17,24.6,33.9,17,24.8,15.8,60.8,0,0,0,,0,0,21.2,24.1,334.2,1015.7,44.9,11.2,335.8,29,10,30,2022-06-17T05:08:34,2022-06-17T20:17:48,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-18,33,16,25.4,32.8,16,25.1,13.8,52.7,0,0,0,,0,0,61.9,22.2,8.1,1014.8,28.4,11.2,328.4,28.3,10,10,2022-06-18T05:08:40,2022-06-18T20:18:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-19,33,16,25.1,31.7,16,24.8,13.2,50.7,0,0,0,,0,0,28.1,22.3,335.9,1015.4,24.4,11.4,357.2,30.9,10,10,2022-06-19T05:08:48,2022-06-19T20:18:24,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-20,30,17,24.3,36.2,17,24.5,15.5,61.1,0,0,0,,0,0,16.2,14.7,263,1014.5,23.5,11.2,353,30.6,10,10,2022-06-20T05:08:57,2022-06-20T20:18:39,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-21,32,17,24.6,32.3,17,24.7,15.5,59.8,0,0,0,,0,0,19.1,16.6,332.6,1013.3,0,11.4,355.5,30.7,10,10,2022-06-21T05:09:09,2022-06-21T20:18:53,0.75,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-22,34,18,25.8,33.7,18,26,16.8,60.9,0,0,0,,0,0,15.1,18.2,338.9,1012.2,6.3,10.6,349.9,30.3,10,10,2022-06-22T05:09:22,2022-06-22T20:19:04,0.77,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-23,35,19,26.4,35.8,19,27.1,18.5,64.3,0,0,0,,0,0,15.8,16.6,310,1012.3,59.7,10.4,329.2,28.4,9,10,2022-06-23T05:09:38,2022-06-23T20:19:13,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-24,33,22,27.4,35.3,22,28.2,19.2,62.7,0,0,0,,0,0,18.7,13,316.6,1012.5,43.8,11.2,344,29.8,10,10,2022-06-24T05:09:55,2022-06-24T20:19:21,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-25,34,22,27.3,36.5,22,28.1,19.3,63.4,0,0,0,,0,0,18.4,18.4,222.3,1012.6,48.7,10.8,335.3,29.1,10,30,2022-06-25T05:10:14,2022-06-25T20:19:26,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-26,32.1,22,27,36.6,22,27.9,19.2,65.3,0,0,0,,0,0,22.3,14.8,322.7,1014.7,30.3,9.9,353.5,30.5,10,10,2022-06-26T05:10:35,2022-06-26T20:19:30,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-27,33,18,26.8,36.3,18,27.5,18.1,62.1,0,0,0,,0,0,25.9,22.3,340.9,1015.3,2.2,10.6,350,30.4,10,10,2022-06-27T05:10:57,2022-06-27T20:19:31,0.94,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-28,36,22,28.8,37.4,22,29.7,19.1,58.6,0,0,0,,0,0,15.8,18.4,286.4,1013.8,13.6,11.4,348,30.2,10,15,2022-06-28T05:11:21,2022-06-28T20:19:30,0.98,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-29,35.6,22,28.7,39.5,22,30.1,19.9,61.3,0,0,0,,0,0,27.7,18.1,292,1011.9,20.4,10.4,344.6,29.9,9,30,2022-06-29T05:11:47,2022-06-29T20:19:28,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-06-30,33,22,27.9,37,22,29.4,20.1,63.6,0,0,0,,0,0,19.1,18.4,312.6,1012.2,14.8,10.6,344.6,29.7,9,60,2022-06-30T05:12:14,2022-06-30T20:19:23,0.04,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-01,34,22,28,38.9,22,29.3,20.4,65.3,0,0,0,,0,0,23.4,14.8,339.4,1013.3,6.8,10.8,350.1,30.4,10,15,2022-07-01T05:12:43,2022-07-01T20:19:16,0.08,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-02,36,21,28.4,39.5,21,29.5,19.5,62.2,0,0,0,,0,0,29.9,24.1,334.3,1014.1,34.6,10.6,347.5,30.1,10,15,2022-07-02T05:13:14,2022-07-02T20:19:07,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-03,37,21,28.8,37.3,21,29.3,17.6,54.1,0,0,0,,0,0,31.7,25.9,330.6,1013.9,26.7,10.6,346.7,30,10,15,2022-07-03T05:13:46,2022-07-03T20:18:56,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-04,36,22,28.9,39.8,22,30.9,20,59.8,0,0,0,,0,0,28.8,20.5,327.4,1012.8,14.1,10.6,345.2,29.9,10,15,2022-07-04T05:14:20,2022-07-04T20:18:43,0.18,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-05,38,23,29.2,41.1,23,31.4,21.4,65.3,0,0,0,,0,0,19.1,18.4,286.9,1012.4,8.8,11.2,346.6,30,10,15,2022-07-05T05:14:55,2022-07-05T20:18:28,0.21,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-06,35,22,28.2,34.8,22,28.7,18.7,59.5,0,0,0,,0,0,41.8,22.3,316.2,1011.8,20.7,10.9,348.7,30.4,10,30,2022-07-06T05:15:31,2022-07-06T20:18:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-07,33.1,20,27,34.2,20,26.9,16.6,58,0,0,0,,0,0,34.6,18.4,335.5,1012.6,12.2,10.8,354,30.6,10,30,2022-07-07T05:16:09,2022-07-07T20:17:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-08,27.4,19,22.4,28.9,19,22.5,16.5,70.2,2.019,100,8.33,rain,0,0,31,18.4,154.1,1011,70.1,10,172.9,15,5,10,2022-07-08T05:16:48,2022-07-08T20:17:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-09,28.3,17,23.2,28,17,23.1,13.3,57.5,0,0,0,,0,0,55.4,44.3,14.4,1011.8,53,10.4,326.3,28.1,9,10,2022-07-09T05:17:28,2022-07-09T20:17:07,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-10,30,14,22.9,29.2,14,22.8,13.4,58,0,0,0,,0,0,49.7,25.9,335.3,1011.8,13.6,10.8,347.7,30.4,10,10,2022-07-10T05:18:10,2022-07-10T20:16:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-11,30.1,15,23.6,28.9,15,23.3,13.1,56.6,0,0,0,,0,0,43.2,25.9,330.8,1013.9,5.3,11.4,350.9,30.4,10,10,2022-07-11T05:18:53,2022-07-11T20:16:15,0.42,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-12,30.1,14,22.9,29.2,14,22.6,13,58.1,0,0,0,,0,0,43.2,27.7,348.4,1017.1,6.9,10.6,351.9,30.4,10,10,2022-07-12T05:19:37,2022-07-12T20:15:45,0.45,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-13,31,15,23.5,29.3,15,23.1,12.7,56.1,0,0,0,,0,0,48.6,31.7,320.2,1017.9,24.3,11,349.7,30.2,10,10,2022-07-13T05:20:22,2022-07-13T20:15:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-14,31,14,24.1,31.9,14,23.9,13.5,56.2,0,0,0,,0,0,37.8,25.9,335.5,1017.5,0,11.2,348.7,30.3,10,10,2022-07-14T05:21:08,2022-07-14T20:14:40,0.52,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-15,33,18,25.2,32.3,18,25.2,14.7,54.4,0,0,0,,0,0,17.3,22.3,332,1013.1,1.2,11.2,341.7,29.4,9,10,2022-07-15T05:21:55,2022-07-15T20:14:05,0.55,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-16,35,19,27.1,34.7,19,27.1,15.8,53.2,0,0,0,,0,0,12.2,18.4,312,1013.9,1.6,10.6,342.7,29.5,10,10,2022-07-16T05:22:43,2022-07-16T20:13:28,0.59,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-17,37,16,27.7,36.5,16,27.6,15.7,53.1,0,0,0,,0,0,38.2,25.8,316.3,1015.8,5.1,10.8,342.3,29.4,10,10,2022-07-17T05:23:32,2022-07-17T20:12:48,0.62,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2022-07-18,36,20,27.8,35.1,20,27.5,15.4,51.1,0,0,0,,0,0,42.5,25.8,333.2,1016.8,9.6,10.8,343.1,29.7,10,10,2022-07-18T05:24:22,2022-07-18T20:12:07,0.65,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
